Orthogroup	AGIS1.0	BSM	CI	GJ	IN	KM	MPE	PP	cultivar_occupancy	reference_present	orthogroup_class	private_cultivar
OG0018963	1	1	1	1	1	1	1	1	7	1	Core	
OG0018964	1	1	1	1	1	1	1	1	7	1	Core	
OG0018965	1	1	1	1	1	1	1	1	7	1	Core	
OG0018966	1	1	1	1	1	1	1	1	7	1	Core	
OG0018967	1	1	1	1	1	1	1	1	7	1	Core	
OG0018968	1	1	1	1	1	1	1	1	7	1	Core	
OG0018969	1	1	1	1	1	1	1	1	7	1	Core	
OG0018970	1	1	1	1	1	1	1	1	7	1	Core	
OG0018971	1	1	1	1	1	1	1	1	7	1	Core	
OG0018972	1	1	1	1	1	1	1	1	7	1	Core	
OG0018973	1	1	1	1	1	1	1	1	7	1	Core	
OG0018974	1	1	1	1	1	1	1	1	7	1	Core	
OG0018975	1	1	1	1	1	1	1	1	7	1	Core	
OG0018976	1	1	1	1	1	1	1	1	7	1	Core	
OG0018977	1	1	1	1	1	1	1	1	7	1	Core	
OG0018978	1	1	1	1	1	1	1	1	7	1	Core	
OG0018979	1	1	1	1	1	1	1	1	7	1	Core	
OG0018980	1	1	1	1	1	1	1	1	7	1	Core	
OG0018981	1	1	1	1	1	1	1	1	7	1	Core	
OG0018982	1	1	1	1	1	1	1	1	7	1	Core	
OG0018983	1	1	1	1	1	1	1	1	7	1	Core	
OG0018984	1	1	1	1	1	1	1	1	7	1	Core	
OG0018985	1	1	1	1	1	1	1	1	7	1	Core	
OG0018986	1	1	1	1	1	1	1	1	7	1	Core	
OG0018987	3	0	1	2	1	0	1	0	4	1	Accessory	
OG0018988	1	1	1	1	1	1	1	1	7	1	Core	
OG0018989	1	1	1	1	1	1	1	1	7	1	Core	
OG0018990	1	1	1	1	1	1	1	1	7	1	Core	
OG0018991	1	1	1	1	1	1	1	1	7	1	Core	
OG0018992	1	1	1	1	1	1	1	1	7	1	Core	
OG0018993	1	1	1	1	1	1	1	1	7	1	Core	
OG0018994	1	1	1	1	1	1	1	1	7	1	Core	
OG0018995	1	1	1	1	1	1	1	1	7	1	Core	
OG0018996	1	1	1	1	1	1	1	1	7	1	Core	
OG0018997	1	1	1	1	1	1	1	1	7	1	Core	
OG0018998	1	1	1	1	1	1	1	1	7	1	Core	
OG0018999	1	1	1	1	1	1	1	1	7	1	Core	
OG0019000	1	1	1	1	1	1	1	1	7	1	Core	
OG0019001	1	1	1	1	1	1	1	1	7	1	Core	
OG0019002	1	1	1	1	1	1	1	1	7	1	Core	
OG0019003	1	1	1	1	1	1	1	1	7	1	Core	
OG0019004	1	1	1	1	1	1	1	1	7	1	Core	
OG0019005	1	1	1	1	1	1	1	1	7	1	Core	
OG0019006	1	1	1	1	1	1	1	1	7	1	Core	
OG0019007	1	1	1	1	1	1	1	1	7	1	Core	
OG0019008	1	1	1	1	1	1	1	1	7	1	Core	
OG0019009	1	1	1	1	1	1	1	1	7	1	Core	
OG0019010	1	1	1	1	1	1	1	1	7	1	Core	
OG0019011	1	1	1	1	1	1	1	1	7	1	Core	
OG0019012	1	1	1	1	1	1	1	1	7	1	Core	
OG0019013	1	1	1	1	1	1	1	1	7	1	Core	
OG0019014	1	1	1	1	1	1	1	1	7	1	Core	
OG0019015	1	1	1	1	1	1	1	1	7	1	Core	
OG0019016	1	1	1	1	1	1	1	1	7	1	Core	
OG0019017	1	1	1	1	1	1	1	1	7	1	Core	
OG0019018	1	1	1	1	1	1	1	1	7	1	Core	
OG0019019	1	1	1	1	1	1	1	1	7	1	Core	
OG0019020	1	1	1	1	1	1	1	1	7	1	Core	
OG0019021	1	1	1	1	1	1	1	1	7	1	Core	
OG0019022	1	1	1	1	1	1	1	1	7	1	Core	
OG0019023	1	1	1	1	1	1	1	1	7	1	Core	
OG0019024	1	1	1	1	1	1	1	1	7	1	Core	
OG0019025	1	1	1	1	1	1	1	1	7	1	Core	
OG0019026	1	1	1	1	1	1	1	1	7	1	Core	
OG0019027	1	1	1	1	1	1	1	1	7	1	Core	
OG0019028	1	1	1	1	1	1	1	1	7	1	Core	
OG0019029	1	1	1	1	1	1	1	1	7	1	Core	
OG0019030	1	1	0	1	1	1	2	1	6	1	Soft core	
OG0019031	1	1	1	1	1	1	1	1	7	1	Core	
OG0019032	1	1	1	1	1	1	1	1	7	1	Core	
OG0019033	1	1	1	1	1	1	1	1	7	1	Core	
OG0019034	1	1	1	1	1	1	1	1	7	1	Core	
OG0019035	1	1	1	1	1	1	1	1	7	1	Core	
OG0019036	1	1	1	1	1	1	1	1	7	1	Core	
OG0019037	1	1	1	1	1	1	1	1	7	1	Core	
OG0019038	1	1	1	1	1	1	1	1	7	1	Core	
OG0019039	1	1	1	1	1	1	1	1	7	1	Core	
OG0019040	1	1	1	1	1	1	1	1	7	1	Core	
OG0019041	1	1	1	1	1	1	1	1	7	1	Core	
OG0019042	1	1	1	1	1	1	1	1	7	1	Core	
OG0019043	1	1	1	1	1	1	1	1	7	1	Core	
OG0019044	1	1	1	1	1	1	1	1	7	1	Core	
OG0019045	1	1	1	1	1	1	1	1	7	1	Core	
OG0019046	1	1	1	1	1	1	1	1	7	1	Core	
OG0019047	1	1	1	1	1	1	1	1	7	1	Core	
OG0019048	1	1	1	1	1	1	1	1	7	1	Core	
OG0019049	1	1	1	1	1	1	1	1	7	1	Core	
OG0019050	1	1	1	1	1	1	1	1	7	1	Core	
OG0019051	1	1	1	1	1	1	1	1	7	1	Core	
OG0019052	1	1	1	1	1	1	1	1	7	1	Core	
OG0019053	1	1	1	1	1	1	1	1	7	1	Core	
OG0019054	1	1	1	1	1	1	1	1	7	1	Core	
OG0019055	1	1	1	1	1	1	1	1	7	1	Core	
OG0019056	1	1	1	1	1	1	1	1	7	1	Core	
OG0019057	1	1	1	1	1	1	1	1	7	1	Core	
OG0019058	1	1	1	1	1	1	1	1	7	1	Core	
OG0019059	1	1	1	1	1	1	1	1	7	1	Core	
OG0019060	1	1	1	1	1	1	1	1	7	1	Core	
OG0019061	1	1	1	1	1	1	1	1	7	1	Core	
OG0019062	1	1	1	1	1	1	1	1	7	1	Core	
OG0019063	1	1	1	1	1	1	1	1	7	1	Core	
OG0019064	1	1	1	1	1	1	1	1	7	1	Core	
OG0019065	1	1	1	1	1	1	1	1	7	1	Core	
OG0019066	1	1	1	1	1	1	1	1	7	1	Core	
OG0019067	1	1	1	1	1	1	1	1	7	1	Core	
OG0019068	1	1	1	1	1	1	1	1	7	1	Core	
OG0019069	1	1	1	1	1	1	1	1	7	1	Core	
OG0019070	1	1	1	1	1	1	1	1	7	1	Core	
OG0019071	1	1	1	1	1	1	1	1	7	1	Core	
OG0019072	1	1	1	1	1	1	1	1	7	1	Core	
OG0019073	1	1	1	1	1	1	1	1	7	1	Core	
OG0019074	1	1	1	1	1	1	1	1	7	1	Core	
OG0019075	1	1	1	1	1	1	1	1	7	1	Core	
OG0019076	1	1	1	1	1	1	1	1	7	1	Core	
OG0019077	1	1	1	1	1	1	1	1	7	1	Core	
OG0019078	1	1	1	1	1	1	1	1	7	1	Core	
OG0019079	1	1	1	1	1	1	1	1	7	1	Core	
OG0019080	1	1	1	1	1	1	1	1	7	1	Core	
OG0019081	1	1	1	1	1	1	1	1	7	1	Core	
OG0019082	1	1	1	1	1	1	1	1	7	1	Core	
OG0019083	1	1	1	1	1	1	1	1	7	1	Core	
OG0019084	1	1	1	1	1	1	1	1	7	1	Core	
OG0019085	1	1	1	1	1	1	1	1	7	1	Core	
OG0019086	1	1	1	1	1	1	1	1	7	1	Core	
OG0019087	1	1	1	1	1	1	1	1	7	1	Core	
OG0019088	1	1	1	1	1	1	1	1	7	1	Core	
OG0019089	1	1	1	1	1	1	1	1	7	1	Core	
OG0019090	1	1	1	1	1	1	1	1	7	1	Core	
OG0019091	1	1	1	1	1	1	1	1	7	1	Core	
OG0019092	1	1	1	1	1	1	1	1	7	1	Core	
OG0019093	1	1	1	1	1	1	1	1	7	1	Core	
OG0019094	1	1	1	1	1	1	1	1	7	1	Core	
OG0019095	1	1	1	1	1	1	1	1	7	1	Core	
OG0019096	1	1	1	1	1	1	1	1	7	1	Core	
OG0019097	1	1	1	1	1	1	1	1	7	1	Core	
OG0019098	1	1	1	1	1	1	1	1	7	1	Core	
OG0019099	1	1	1	1	1	1	1	1	7	1	Core	
OG0019100	1	1	1	1	1	1	1	1	7	1	Core	
OG0019101	1	1	1	1	1	1	1	1	7	1	Core	
OG0019102	1	1	1	1	1	1	1	1	7	1	Core	
OG0019103	1	1	1	1	1	1	1	1	7	1	Core	
OG0019104	1	1	1	1	1	1	1	1	7	1	Core	
OG0019105	1	1	1	1	1	1	1	1	7	1	Core	
OG0019106	1	1	1	1	1	1	1	1	7	1	Core	
OG0019107	1	1	1	1	1	1	1	1	7	1	Core	
OG0019108	1	1	1	1	1	1	1	1	7	1	Core	
OG0019109	1	1	1	1	1	1	1	1	7	1	Core	
OG0019110	1	1	1	1	1	1	1	1	7	1	Core	
OG0019111	1	1	1	1	1	1	1	1	7	1	Core	
OG0019112	1	1	1	1	1	1	1	1	7	1	Core	
OG0019113	1	1	1	1	1	1	1	1	7	1	Core	
OG0019114	1	1	1	1	1	1	1	1	7	1	Core	
OG0019115	1	1	1	1	1	1	1	1	7	1	Core	
OG0019116	1	1	1	1	1	1	1	1	7	1	Core	
OG0019117	1	1	1	1	1	1	1	1	7	1	Core	
OG0019118	1	1	1	1	1	1	1	1	7	1	Core	
OG0019119	1	1	1	1	1	1	1	1	7	1	Core	
OG0019120	1	1	1	1	1	1	1	1	7	1	Core	
OG0019121	1	1	1	1	1	1	1	1	7	1	Core	
OG0019122	1	1	1	1	1	1	1	1	7	1	Core	
OG0019123	1	1	1	1	1	1	1	1	7	1	Core	
OG0019124	1	1	1	1	1	1	1	1	7	1	Core	
OG0019125	1	1	1	1	1	1	1	1	7	1	Core	
OG0019126	1	1	1	1	1	1	1	1	7	1	Core	
OG0019127	1	1	1	1	1	1	1	1	7	1	Core	
OG0019128	1	1	1	1	1	1	1	1	7	1	Core	
OG0019129	1	1	1	1	1	1	1	1	7	1	Core	
OG0019130	1	1	1	1	1	1	1	1	7	1	Core	
OG0019131	1	1	1	1	1	1	1	1	7	1	Core	
OG0019132	1	1	1	1	1	1	1	1	7	1	Core	
OG0019133	1	1	1	1	1	1	1	1	7	1	Core	
OG0019134	1	1	1	1	1	1	1	1	7	1	Core	
OG0019135	1	1	1	1	1	1	1	1	7	1	Core	
OG0019136	1	1	1	1	1	1	1	1	7	1	Core	
OG0019137	1	1	1	1	1	1	1	1	7	1	Core	
OG0019138	1	1	1	1	1	1	1	1	7	1	Core	
OG0019139	1	1	1	1	1	1	1	1	7	1	Core	
OG0019140	1	1	1	1	1	1	1	1	7	1	Core	
OG0019141	1	1	1	1	1	1	1	1	7	1	Core	
OG0019142	1	1	1	1	1	1	1	1	7	1	Core	
OG0019143	1	1	1	1	1	1	1	1	7	1	Core	
OG0019144	1	1	1	1	1	1	1	1	7	1	Core	
OG0019145	1	1	1	1	1	1	1	1	7	1	Core	
OG0019146	1	1	1	1	1	1	1	1	7	1	Core	
OG0019147	1	1	1	1	1	1	1	1	7	1	Core	
OG0019148	1	1	1	1	1	1	1	1	7	1	Core	
OG0019149	1	1	1	1	1	1	1	1	7	1	Core	
OG0019150	1	1	1	1	1	1	1	1	7	1	Core	
OG0019151	1	1	1	1	1	1	1	1	7	1	Core	
OG0019152	1	1	1	1	1	1	1	1	7	1	Core	
OG0019153	1	1	1	1	1	1	1	1	7	1	Core	
OG0019154	1	1	1	1	1	1	1	1	7	1	Core	
OG0019155	1	1	1	1	1	1	1	1	7	1	Core	
OG0019156	1	1	1	1	1	1	1	1	7	1	Core	
OG0019157	1	1	1	1	1	1	1	1	7	1	Core	
OG0019158	1	1	1	1	1	1	1	1	7	1	Core	
OG0019159	1	1	1	1	1	1	1	1	7	1	Core	
OG0019160	1	1	1	1	1	1	1	1	7	1	Core	
OG0019161	1	1	1	1	1	1	1	1	7	1	Core	
OG0019162	1	1	1	1	1	1	1	1	7	1	Core	
OG0019163	1	1	1	1	1	1	1	1	7	1	Core	
OG0019164	1	1	1	1	1	1	1	1	7	1	Core	
OG0019165	1	1	1	1	1	1	1	1	7	1	Core	
OG0019166	1	1	1	1	1	1	1	1	7	1	Core	
OG0019167	1	1	1	1	1	1	1	1	7	1	Core	
OG0019168	1	1	1	1	1	1	1	1	7	1	Core	
OG0019169	1	1	1	1	1	1	1	1	7	1	Core	
OG0019170	1	1	1	1	1	1	1	1	7	1	Core	
OG0019171	1	1	1	1	1	1	1	1	7	1	Core	
OG0019172	1	1	1	1	1	1	1	1	7	1	Core	
OG0019173	1	1	1	1	1	1	1	1	7	1	Core	
OG0019174	1	1	1	1	1	1	1	1	7	1	Core	
OG0019175	1	1	1	1	1	1	1	1	7	1	Core	
OG0019176	1	1	1	1	1	1	1	1	7	1	Core	
OG0019177	1	1	1	1	1	1	1	1	7	1	Core	
OG0019178	1	1	1	1	1	1	1	1	7	1	Core	
OG0019179	1	1	1	1	1	1	1	1	7	1	Core	
OG0019180	1	1	1	1	1	1	1	1	7	1	Core	
OG0019181	1	1	1	1	1	1	1	1	7	1	Core	
OG0019182	1	1	1	1	1	1	1	1	7	1	Core	
OG0019183	1	1	1	1	1	1	1	1	7	1	Core	
OG0019184	1	1	1	1	1	1	1	1	7	1	Core	
OG0019185	1	1	1	1	1	1	1	1	7	1	Core	
OG0019186	1	1	1	1	1	1	1	1	7	1	Core	
OG0019187	1	1	1	1	1	1	1	1	7	1	Core	
OG0019188	1	1	1	1	1	1	1	1	7	1	Core	
OG0019189	1	1	1	1	1	1	1	1	7	1	Core	
OG0019190	1	1	1	1	1	1	1	1	7	1	Core	
OG0019191	1	1	1	1	1	1	1	1	7	1	Core	
OG0019192	1	1	1	1	1	1	1	1	7	1	Core	
OG0019193	1	1	1	1	1	1	1	1	7	1	Core	
OG0019194	1	1	1	1	1	1	1	1	7	1	Core	
OG0019195	1	1	1	1	1	1	1	1	7	1	Core	
OG0019196	1	1	1	1	1	1	1	1	7	1	Core	
OG0019197	1	1	1	1	1	1	1	1	7	1	Core	
OG0019198	1	1	1	1	1	1	1	1	7	1	Core	
OG0019199	1	1	1	1	1	1	1	1	7	1	Core	
OG0019200	1	1	1	1	1	1	1	1	7	1	Core	
OG0019201	1	1	1	1	1	1	1	1	7	1	Core	
OG0019202	1	1	1	1	1	1	1	1	7	1	Core	
OG0019203	1	1	1	1	1	1	1	1	7	1	Core	
OG0019204	1	1	1	1	1	1	1	1	7	1	Core	
OG0019205	1	1	1	1	1	1	1	1	7	1	Core	
OG0019206	1	1	1	1	1	1	1	1	7	1	Core	
OG0019207	1	1	1	1	1	1	1	1	7	1	Core	
OG0019208	1	1	1	1	1	1	1	1	7	1	Core	
OG0019209	1	1	1	1	1	1	1	1	7	1	Core	
OG0019210	1	1	1	1	1	1	1	1	7	1	Core	
OG0019211	1	1	1	1	1	1	1	1	7	1	Core	
OG0019212	1	1	1	1	1	1	1	1	7	1	Core	
OG0019213	1	1	1	1	1	1	1	1	7	1	Core	
OG0019214	1	1	1	1	1	1	1	1	7	1	Core	
OG0019215	1	1	1	1	1	1	1	1	7	1	Core	
OG0019216	1	1	1	1	1	1	1	1	7	1	Core	
OG0019217	1	1	1	1	1	1	1	1	7	1	Core	
OG0019218	1	1	1	1	1	1	1	1	7	1	Core	
OG0019219	1	1	1	1	1	1	1	1	7	1	Core	
OG0019220	1	1	1	1	1	1	1	1	7	1	Core	
OG0019221	1	1	1	1	1	1	1	1	7	1	Core	
OG0019222	1	1	1	1	1	1	1	1	7	1	Core	
OG0019223	1	1	1	1	1	1	1	1	7	1	Core	
OG0019224	1	1	1	1	1	1	1	1	7	1	Core	
OG0019225	1	1	1	1	1	1	1	1	7	1	Core	
OG0019226	1	1	1	1	1	1	1	1	7	1	Core	
OG0019227	1	1	1	1	1	1	1	1	7	1	Core	
OG0019228	1	1	1	1	1	1	1	1	7	1	Core	
OG0019229	1	1	1	1	1	1	1	1	7	1	Core	
OG0019230	1	1	1	1	1	1	1	1	7	1	Core	
OG0019231	1	1	1	1	1	1	1	1	7	1	Core	
OG0019232	1	1	1	1	1	1	1	1	7	1	Core	
OG0019233	1	1	1	1	1	1	1	1	7	1	Core	
OG0019234	1	1	1	1	1	1	1	1	7	1	Core	
OG0019235	1	1	1	1	1	1	1	1	7	1	Core	
OG0019236	1	1	1	1	1	1	1	1	7	1	Core	
OG0019237	1	1	1	1	1	1	1	1	7	1	Core	
OG0019238	1	1	1	1	1	1	1	1	7	1	Core	
OG0019239	1	1	1	1	1	1	1	1	7	1	Core	
OG0019240	1	1	1	1	1	1	1	1	7	1	Core	
OG0019241	1	1	1	1	1	1	1	1	7	1	Core	
OG0019242	1	1	1	1	1	1	1	1	7	1	Core	
OG0019243	1	1	1	1	1	1	1	1	7	1	Core	
OG0019244	1	1	1	1	1	1	1	1	7	1	Core	
OG0019245	1	1	1	1	1	1	1	1	7	1	Core	
OG0019246	1	1	1	1	1	1	1	1	7	1	Core	
OG0019247	1	1	1	1	1	1	1	1	7	1	Core	
OG0019248	1	1	1	1	1	1	1	1	7	1	Core	
OG0019249	1	1	1	1	1	1	1	1	7	1	Core	
OG0019250	1	1	1	1	1	1	1	1	7	1	Core	
OG0019251	1	1	1	1	1	1	1	1	7	1	Core	
OG0019252	1	1	1	1	1	1	1	1	7	1	Core	
OG0019253	1	1	1	1	1	1	1	1	7	1	Core	
OG0019254	1	1	1	1	1	1	1	1	7	1	Core	
OG0019255	1	1	1	1	1	1	1	1	7	1	Core	
OG0019256	1	1	1	1	1	1	1	1	7	1	Core	
OG0019257	1	1	1	1	1	1	1	1	7	1	Core	
OG0019258	1	1	1	1	1	1	1	1	7	1	Core	
OG0019259	1	1	1	1	1	1	1	1	7	1	Core	
OG0019260	1	1	1	1	1	1	1	1	7	1	Core	
OG0019261	1	1	1	1	1	1	1	1	7	1	Core	
OG0019262	1	1	1	1	1	1	1	1	7	1	Core	
OG0019263	1	1	1	1	1	1	1	1	7	1	Core	
OG0019264	1	1	1	1	1	1	1	1	7	1	Core	
OG0019265	1	1	1	1	1	1	1	1	7	1	Core	
OG0019266	1	1	1	1	1	1	1	1	7	1	Core	
OG0019267	1	1	1	1	1	1	1	1	7	1	Core	
OG0019268	1	1	1	1	1	1	1	1	7	1	Core	
OG0019269	1	1	1	1	1	1	1	1	7	1	Core	
OG0019270	1	1	1	1	1	1	1	1	7	1	Core	
OG0019271	1	1	1	1	1	1	1	1	7	1	Core	
OG0019272	1	1	1	1	1	1	1	1	7	1	Core	
OG0019273	1	1	1	1	1	1	1	1	7	1	Core	
OG0019274	1	1	1	1	1	1	1	1	7	1	Core	
OG0019275	1	1	1	1	1	1	1	1	7	1	Core	
OG0019276	1	1	1	1	1	1	1	1	7	1	Core	
OG0019277	1	1	1	1	1	1	1	1	7	1	Core	
OG0019278	1	1	1	1	1	1	1	1	7	1	Core	
OG0019279	1	1	1	1	1	1	1	1	7	1	Core	
OG0019280	1	1	1	1	1	1	1	1	7	1	Core	
OG0019281	1	1	1	1	1	1	1	1	7	1	Core	
OG0019282	1	1	1	1	1	1	1	1	7	1	Core	
OG0019283	1	1	1	1	1	1	1	1	7	1	Core	
OG0019284	1	1	1	1	1	1	1	1	7	1	Core	
OG0019285	1	1	1	1	1	1	1	1	7	1	Core	
OG0019286	1	1	1	1	1	1	1	1	7	1	Core	
OG0019287	1	1	1	1	1	1	1	1	7	1	Core	
OG0019288	1	1	1	1	1	1	1	1	7	1	Core	
OG0019289	1	1	1	1	1	1	1	1	7	1	Core	
OG0019290	1	1	1	1	1	1	1	1	7	1	Core	
OG0019291	1	1	1	1	1	1	1	1	7	1	Core	
OG0019292	1	1	1	1	1	1	1	1	7	1	Core	
OG0019293	1	1	1	1	1	1	1	1	7	1	Core	
OG0019294	1	1	1	1	1	1	1	1	7	1	Core	
OG0019295	1	1	1	1	1	1	1	1	7	1	Core	
OG0019296	1	1	1	1	1	1	1	1	7	1	Core	
OG0019297	1	1	1	1	1	1	1	1	7	1	Core	
OG0019298	1	1	1	1	1	1	1	1	7	1	Core	
OG0019299	1	1	1	1	1	1	1	1	7	1	Core	
OG0019300	1	1	1	1	1	1	1	1	7	1	Core	
OG0019301	1	1	1	1	1	1	1	1	7	1	Core	
OG0019302	1	1	1	1	1	1	1	1	7	1	Core	
OG0019303	1	1	1	1	1	1	1	1	7	1	Core	
OG0019304	1	1	1	1	1	1	1	1	7	1	Core	
OG0019305	1	1	1	1	1	1	1	1	7	1	Core	
OG0019306	1	1	1	1	1	1	1	1	7	1	Core	
OG0019307	1	1	1	1	1	1	1	1	7	1	Core	
OG0019308	1	1	1	1	1	1	1	1	7	1	Core	
OG0019309	1	1	1	1	1	1	1	1	7	1	Core	
OG0019310	1	1	1	1	1	1	1	1	7	1	Core	
OG0019311	1	1	1	1	1	1	1	1	7	1	Core	
OG0019312	1	1	1	1	1	1	1	1	7	1	Core	
OG0019313	1	1	1	1	1	1	1	1	7	1	Core	
OG0019314	1	1	1	1	1	1	1	1	7	1	Core	
OG0019315	1	1	1	1	1	1	1	1	7	1	Core	
OG0019316	1	1	1	1	1	1	1	1	7	1	Core	
OG0019317	1	1	1	1	1	1	1	1	7	1	Core	
OG0019318	1	1	1	1	1	1	1	1	7	1	Core	
OG0019319	1	1	1	1	1	1	1	1	7	1	Core	
OG0019320	1	1	1	1	1	1	1	1	7	1	Core	
OG0019321	1	1	1	1	1	1	1	1	7	1	Core	
OG0019322	1	1	1	1	1	1	1	1	7	1	Core	
OG0019323	1	1	1	1	1	1	1	1	7	1	Core	
OG0019324	1	1	1	1	1	1	1	1	7	1	Core	
OG0019325	1	1	1	1	1	1	1	1	7	1	Core	
OG0019326	1	1	1	1	1	1	1	1	7	1	Core	
OG0019327	1	1	1	1	1	1	1	1	7	1	Core	
OG0019328	1	1	1	1	1	1	1	1	7	1	Core	
OG0019329	1	1	1	1	1	1	1	1	7	1	Core	
OG0019330	1	1	1	1	1	1	1	1	7	1	Core	
OG0019331	1	1	1	1	1	1	1	1	7	1	Core	
OG0019332	1	1	1	1	1	1	1	1	7	1	Core	
OG0019333	1	1	1	1	1	1	1	1	7	1	Core	
OG0019334	1	1	1	1	1	1	1	1	7	1	Core	
OG0019335	1	1	1	1	1	1	1	1	7	1	Core	
OG0019336	1	1	1	1	1	1	1	1	7	1	Core	
OG0019337	1	1	1	1	1	1	1	1	7	1	Core	
OG0019338	1	1	1	1	1	1	1	1	7	1	Core	
OG0019339	1	1	1	1	1	1	1	1	7	1	Core	
OG0019340	1	1	1	1	1	1	1	1	7	1	Core	
OG0019341	1	1	1	1	1	1	1	1	7	1	Core	
OG0019342	1	1	1	1	1	1	1	1	7	1	Core	
OG0019343	1	1	1	1	1	1	1	1	7	1	Core	
OG0019344	1	1	1	1	1	1	1	1	7	1	Core	
OG0019345	1	1	1	1	1	1	1	1	7	1	Core	
OG0019346	1	1	1	1	1	1	1	1	7	1	Core	
OG0019347	1	1	1	1	1	1	1	1	7	1	Core	
OG0019348	1	1	1	1	1	1	1	1	7	1	Core	
OG0019349	1	1	1	1	1	1	1	1	7	1	Core	
OG0019350	1	1	1	1	1	1	1	1	7	1	Core	
OG0019351	1	1	1	1	1	1	1	1	7	1	Core	
OG0019352	1	1	1	1	1	1	1	1	7	1	Core	
OG0019353	1	1	1	1	1	1	1	1	7	1	Core	
OG0019354	1	1	1	1	1	1	1	1	7	1	Core	
OG0019355	1	1	1	1	1	1	1	1	7	1	Core	
OG0019356	1	1	1	1	1	1	1	1	7	1	Core	
OG0019357	1	1	1	1	1	1	1	1	7	1	Core	
OG0019358	1	1	1	1	1	1	1	1	7	1	Core	
OG0019359	1	1	1	1	1	1	1	1	7	1	Core	
OG0019360	1	1	1	1	1	1	1	1	7	1	Core	
OG0019361	1	1	1	1	1	1	1	1	7	1	Core	
OG0019362	1	1	1	1	1	1	1	1	7	1	Core	
OG0019363	1	1	1	1	1	1	1	1	7	1	Core	
OG0019364	1	1	1	1	1	1	1	1	7	1	Core	
OG0019365	1	1	1	1	1	1	1	1	7	1	Core	
OG0019366	1	1	1	1	1	1	1	1	7	1	Core	
OG0019367	1	1	1	1	1	1	1	1	7	1	Core	
OG0019368	1	1	1	1	1	1	1	1	7	1	Core	
OG0019369	1	1	1	1	1	1	1	1	7	1	Core	
OG0019370	1	1	1	1	1	1	1	1	7	1	Core	
OG0019371	1	1	1	1	1	1	1	1	7	1	Core	
OG0019372	1	1	1	1	1	1	1	1	7	1	Core	
OG0019373	1	1	1	1	1	1	1	1	7	1	Core	
OG0019374	1	1	1	1	1	1	1	1	7	1	Core	
OG0019375	1	1	1	1	1	1	1	1	7	1	Core	
OG0019376	1	1	1	1	1	1	1	1	7	1	Core	
OG0019377	1	1	1	1	1	1	1	1	7	1	Core	
OG0019378	1	1	1	1	1	1	1	1	7	1	Core	
OG0019379	1	1	1	1	1	1	1	1	7	1	Core	
OG0019380	1	1	1	1	1	1	1	1	7	1	Core	
OG0019381	1	1	1	1	1	1	1	1	7	1	Core	
OG0019382	1	1	1	1	1	1	1	1	7	1	Core	
OG0019383	1	1	1	1	1	1	1	1	7	1	Core	
OG0019384	1	1	1	1	1	1	1	1	7	1	Core	
OG0019385	1	1	1	1	1	1	1	1	7	1	Core	
OG0019386	1	1	1	1	1	1	1	1	7	1	Core	
OG0019387	1	1	1	1	1	1	1	1	7	1	Core	
OG0019388	1	1	1	1	1	1	1	1	7	1	Core	
OG0019389	1	1	1	1	1	1	1	1	7	1	Core	
OG0019390	1	1	1	1	1	1	1	1	7	1	Core	
OG0019391	1	1	1	1	1	1	1	1	7	1	Core	
OG0019392	1	1	1	1	1	1	1	1	7	1	Core	
OG0019393	1	1	1	1	1	1	1	1	7	1	Core	
OG0019394	1	1	1	1	1	1	1	1	7	1	Core	
OG0019395	1	1	1	1	1	1	1	1	7	1	Core	
OG0019396	1	1	1	1	1	1	1	1	7	1	Core	
OG0019397	1	1	1	1	1	1	1	1	7	1	Core	
OG0019398	1	1	1	1	1	1	1	1	7	1	Core	
OG0019399	1	1	1	1	1	1	1	1	7	1	Core	
OG0019400	1	1	1	1	1	1	1	1	7	1	Core	
OG0019401	1	1	1	1	1	1	1	1	7	1	Core	
OG0019402	1	1	1	1	1	1	1	1	7	1	Core	
OG0019403	1	1	1	1	1	1	1	1	7	1	Core	
OG0019404	1	1	1	1	1	1	1	1	7	1	Core	
OG0019405	1	1	1	1	1	1	1	1	7	1	Core	
OG0019406	1	1	1	1	1	1	1	1	7	1	Core	
OG0019407	1	1	1	1	1	1	1	1	7	1	Core	
OG0019408	1	1	1	1	1	1	1	1	7	1	Core	
OG0019409	1	1	1	1	1	1	1	1	7	1	Core	
OG0019410	1	1	1	1	1	1	1	1	7	1	Core	
OG0019411	1	1	1	1	1	1	1	1	7	1	Core	
OG0019412	1	1	1	1	1	1	1	1	7	1	Core	
OG0019413	1	1	1	1	1	1	1	1	7	1	Core	
OG0019414	1	1	1	1	1	1	1	1	7	1	Core	
OG0019415	1	1	1	1	1	1	1	1	7	1	Core	
OG0019416	1	1	1	1	1	1	1	1	7	1	Core	
OG0019417	1	1	1	1	1	1	1	1	7	1	Core	
OG0019418	1	1	1	1	1	1	1	1	7	1	Core	
OG0019419	1	1	1	1	1	1	1	1	7	1	Core	
OG0019420	1	1	1	1	1	1	1	1	7	1	Core	
OG0019421	1	1	1	1	1	1	1	1	7	1	Core	
OG0019422	1	1	1	1	1	1	1	1	7	1	Core	
OG0019423	1	1	1	1	1	1	1	1	7	1	Core	
OG0019424	1	1	1	1	1	1	1	1	7	1	Core	
OG0019425	1	1	1	1	1	1	1	1	7	1	Core	
OG0019426	1	1	1	1	1	1	1	1	7	1	Core	
