Orthogroup	AGIS1.0	BSM	CI	GJ	IN	KM	MPE	PP	cultivar_occupancy	reference_present	orthogroup_class	private_cultivar
OG0035294	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035295	0	1	0	1	0	1	1	0	4	0	Accessory	
OG0035296	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035297	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035298	0	1	0	0	0	1	1	1	4	0	Accessory	
OG0035299	0	2	1	0	1	0	0	0	3	0	Accessory	
OG0035300	0	1	0	0	1	1	0	1	4	0	Accessory	
OG0035301	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035302	0	1	0	1	1	1	0	0	4	0	Accessory	
OG0035303	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035304	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035305	0	1	0	0	1	1	0	1	4	0	Accessory	
OG0035306	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035307	0	1	0	1	0	1	0	1	4	0	Accessory	
OG0035308	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035309	0	1	0	0	1	1	0	1	4	0	Accessory	
OG0035310	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035311	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035312	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035313	0	1	0	1	0	1	0	1	4	0	Accessory	
OG0035314	0	1	1	1	0	1	0	0	4	0	Accessory	
OG0035315	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035316	0	1	0	1	1	0	0	1	4	0	Accessory	
OG0035317	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035318	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035319	0	1	1	1	0	0	1	0	4	0	Accessory	
OG0035320	0	1	1	0	0	1	1	0	4	0	Accessory	
OG0035321	0	1	1	0	0	1	1	0	4	0	Accessory	
OG0035322	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035323	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035324	0	1	0	0	1	1	0	1	4	0	Accessory	
OG0035325	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035326	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035327	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035328	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035329	0	1	0	0	1	1	0	1	4	0	Accessory	
OG0035330	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0035331	0	1	0	0	0	1	1	1	4	0	Accessory	
OG0035332	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035333	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035334	0	1	0	1	1	0	1	0	4	0	Accessory	
OG0035335	0	1	1	1	0	0	1	0	4	0	Accessory	
OG0035336	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035337	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035338	0	1	0	1	0	0	1	1	4	0	Accessory	
OG0035339	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035340	0	1	0	0	1	1	0	1	4	0	Accessory	
OG0035341	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035342	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035343	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0035344	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035345	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035346	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035347	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035348	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035349	0	2	0	0	0	2	0	0	2	0	Accessory	
OG0035350	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035351	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035352	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035353	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035354	0	1	0	1	0	1	0	1	4	0	Accessory	
OG0035355	0	1	0	0	0	1	1	1	4	0	Accessory	
OG0035356	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035357	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035358	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035359	0	2	0	0	1	1	0	0	3	0	Accessory	
OG0035360	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0035361	0	1	0	0	1	1	1	0	4	0	Accessory	
OG0035362	0	1	0	0	1	1	0	1	4	0	Accessory	
OG0035363	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035364	0	1	0	1	1	0	0	1	4	0	Accessory	
OG0035365	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0035366	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035367	0	1	1	2	0	0	0	0	3	0	Accessory	
OG0035368	0	2	1	0	0	0	1	0	3	0	Accessory	
OG0035369	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035370	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035371	0	1	0	0	1	1	0	1	4	0	Accessory	
OG0035372	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0035373	0	1	0	1	1	0	0	1	4	0	Accessory	
OG0035374	0	1	0	1	1	0	1	0	4	0	Accessory	
OG0035375	0	1	0	1	0	0	1	1	4	0	Accessory	
OG0035376	0	1	0	0	0	1	1	1	4	0	Accessory	
OG0035377	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035378	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035379	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035380	0	1	1	1	1	0	0	0	4	0	Accessory	
OG0035381	0	1	0	1	0	1	1	0	4	0	Accessory	
OG0035382	0	1	0	1	0	1	1	0	4	0	Accessory	
OG0035383	0	1	0	1	0	1	1	0	4	0	Accessory	
OG0035384	0	1	0	1	0	1	1	0	4	0	Accessory	
OG0035385	0	1	0	1	0	0	1	1	4	0	Accessory	
OG0035386	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0035387	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035388	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035389	0	1	0	0	1	1	0	1	4	0	Accessory	
OG0035390	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035391	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035392	0	1	1	1	0	1	0	0	4	0	Accessory	
OG0035393	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035394	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035395	0	1	0	1	0	1	0	1	4	0	Accessory	
OG0035396	0	1	1	1	0	0	0	1	4	0	Accessory	
OG0035397	0	1	1	0	0	1	1	0	4	0	Accessory	
OG0035398	0	1	0	0	0	1	1	1	4	0	Accessory	
OG0035399	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035400	0	1	0	0	1	0	2	0	3	0	Accessory	
OG0035401	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035402	0	1	0	0	1	0	0	2	3	0	Accessory	
OG0035403	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035404	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035405	0	1	0	0	1	1	0	1	4	0	Accessory	
OG0035406	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035407	0	1	0	0	1	1	0	1	4	0	Accessory	
OG0035408	0	1	0	0	0	1	1	1	4	0	Accessory	
OG0035409	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035410	0	1	0	1	0	0	1	1	4	0	Accessory	
OG0035411	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035412	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035413	0	1	0	1	0	1	0	1	4	0	Accessory	
OG0035414	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035415	0	1	1	1	1	0	0	0	4	0	Accessory	
OG0035416	0	1	1	0	0	1	0	1	4	0	Accessory	
OG0035417	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035418	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035419	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035420	0	1	1	0	0	1	1	0	4	0	Accessory	
OG0035421	0	1	0	1	1	0	0	1	4	0	Accessory	
OG0035422	0	1	0	1	1	0	1	0	4	0	Accessory	
OG0035423	0	1	1	1	0	1	0	0	4	0	Accessory	
OG0035424	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035425	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035426	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035427	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035428	0	1	0	1	0	1	0	1	4	0	Accessory	
OG0035429	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035430	0	1	0	1	2	0	0	0	3	0	Accessory	
OG0035431	0	1	0	1	1	0	1	0	4	0	Accessory	
OG0035432	0	1	1	1	0	1	0	0	4	0	Accessory	
OG0035433	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035434	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035435	0	1	0	0	0	2	1	0	3	0	Accessory	
OG0035436	0	1	1	1	0	1	0	0	4	0	Accessory	
OG0035437	0	1	0	2	0	1	0	0	3	0	Accessory	
OG0035438	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035439	0	1	0	0	2	1	0	0	3	0	Accessory	
OG0035440	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0035441	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035442	0	1	0	0	0	0	3	0	2	0	Accessory	
OG0035443	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035444	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035445	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035446	0	1	0	1	0	1	1	0	4	0	Accessory	
OG0035447	0	1	0	0	1	1	1	0	4	0	Accessory	
OG0035448	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035449	0	1	0	0	1	1	1	0	4	0	Accessory	
OG0035450	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035451	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035452	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035453	0	1	0	1	0	0	1	1	4	0	Accessory	
OG0035454	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035455	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035456	0	1	0	1	1	0	1	0	4	0	Accessory	
OG0035457	0	1	0	0	1	1	0	1	4	0	Accessory	
OG0035458	0	1	0	1	1	0	0	1	4	0	Accessory	
OG0035459	0	1	1	1	0	1	0	0	4	0	Accessory	
OG0035460	0	1	0	2	0	1	0	0	3	0	Accessory	
OG0035461	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035462	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035463	0	1	0	0	0	1	1	1	4	0	Accessory	
OG0035464	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035465	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035466	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035467	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035468	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035469	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035470	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035471	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035472	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035473	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0035474	0	1	0	0	1	1	1	0	4	0	Accessory	
OG0035475	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035476	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035477	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035478	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035479	0	1	0	1	1	0	0	1	4	0	Accessory	
OG0035480	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035481	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035482	0	2	0	0	0	1	1	0	3	0	Accessory	
OG0035483	0	1	1	0	0	0	2	0	3	0	Accessory	
OG0035484	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035485	0	1	0	1	0	0	1	1	4	0	Accessory	
OG0035486	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035487	0	1	1	1	0	0	0	1	4	0	Accessory	
OG0035488	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035489	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035490	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035491	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035492	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035493	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035494	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035495	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035496	0	1	0	1	1	1	0	0	4	0	Accessory	
OG0035497	0	1	1	0	0	1	0	1	4	0	Accessory	
OG0035498	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0035499	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0035500	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0035501	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035502	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035503	0	1	1	1	1	0	0	0	4	0	Accessory	
OG0035504	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035505	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0035506	0	1	1	0	0	1	1	0	4	0	Accessory	
OG0035507	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035508	0	1	0	1	1	1	0	0	4	0	Accessory	
OG0035509	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035510	0	1	0	1	0	1	0	1	4	0	Accessory	
OG0035511	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035512	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035513	0	1	1	0	0	1	0	1	4	0	Accessory	
OG0035514	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035515	0	1	0	1	1	1	0	0	4	0	Accessory	
OG0035516	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035517	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035518	0	1	1	1	0	0	1	0	4	0	Accessory	
OG0035519	0	1	0	1	1	0	1	0	4	0	Accessory	
OG0035520	0	1	0	0	1	1	0	1	4	0	Accessory	
OG0035521	0	1	0	0	2	0	0	1	3	0	Accessory	
OG0035522	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035523	0	2	1	0	1	0	0	0	3	0	Accessory	
OG0035524	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035525	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035526	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035527	0	1	0	0	1	1	0	1	4	0	Accessory	
OG0035528	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035529	0	1	1	0	0	1	0	1	4	0	Accessory	
OG0035530	0	1	1	0	0	1	0	1	4	0	Accessory	
OG0035531	0	1	1	0	0	1	0	1	4	0	Accessory	
OG0035532	0	1	0	1	0	1	1	0	4	0	Accessory	
OG0035533	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035534	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035535	0	1	1	0	0	1	0	1	4	0	Accessory	
OG0035536	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035537	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035538	0	1	1	1	0	1	0	0	4	0	Accessory	
OG0035539	0	1	1	0	1	1	0	0	4	0	Accessory	
OG0035540	0	1	1	1	0	1	0	0	4	0	Accessory	
OG0035541	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035542	0	2	0	0	0	0	0	2	2	0	Accessory	
OG0035543	0	2	0	1	0	1	0	0	3	0	Accessory	
OG0035544	0	1	0	1	1	0	0	1	4	0	Accessory	
OG0035545	0	1	0	0	0	1	1	1	4	0	Accessory	
OG0035546	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035547	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035548	0	1	2	0	0	0	1	0	3	0	Accessory	
OG0035549	0	1	0	0	1	1	0	1	4	0	Accessory	
OG0035550	0	1	0	1	0	1	0	1	4	0	Accessory	
OG0035551	0	1	0	0	1	0	1	1	4	0	Accessory	
OG0035552	0	1	0	0	0	1	1	1	4	0	Accessory	
OG0035553	0	1	0	1	0	0	1	1	4	0	Accessory	
OG0035554	0	1	1	0	2	0	0	0	3	0	Accessory	
OG0035555	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035556	0	1	0	1	0	1	0	1	4	0	Accessory	
OG0035557	0	1	0	1	0	0	0	2	3	0	Accessory	
OG0035558	0	1	1	1	0	0	0	1	4	0	Accessory	
OG0035559	0	1	0	1	0	1	0	1	4	0	Accessory	
OG0035560	0	1	1	0	1	0	1	0	4	0	Accessory	
OG0035561	0	1	0	1	1	0	1	0	4	0	Accessory	
OG0035562	0	1	1	1	1	0	0	0	4	0	Accessory	
OG0035563	0	1	0	1	1	1	0	0	4	0	Accessory	
OG0035564	0	1	0	1	1	1	0	0	4	0	Accessory	
OG0035565	0	1	1	1	0	1	0	0	4	0	Accessory	
OG0035566	0	1	0	1	0	1	1	0	4	0	Accessory	
OG0035567	0	1	0	1	1	0	1	0	4	0	Accessory	
OG0035568	0	1	0	0	0	1	1	1	4	0	Accessory	
OG0035569	0	1	0	0	1	1	1	0	4	0	Accessory	
OG0035570	0	1	1	0	0	0	1	1	4	0	Accessory	
OG0035571	0	1	1	1	0	0	0	1	4	0	Accessory	
OG0035572	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035573	0	1	1	0	1	0	0	1	4	0	Accessory	
OG0035574	0	1	0	1	1	1	0	0	4	0	Accessory	
OG0035575	0	1	1	1	0	0	0	1	4	0	Accessory	
OG0035576	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035577	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035578	0	0	1	0	1	1	1	0	4	0	Accessory	
OG0035579	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035580	0	0	1	1	1	1	0	0	4	0	Accessory	
OG0035581	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035582	0	0	1	0	2	0	1	0	3	0	Accessory	
OG0035583	0	0	1	0	0	1	1	1	4	0	Accessory	
OG0035584	0	0	1	1	0	1	0	1	4	0	Accessory	
OG0035585	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035586	0	0	1	1	0	0	1	1	4	0	Accessory	
OG0035587	0	0	4	0	0	0	0	0	1	0	Private	CI
OG0035588	0	0	1	0	0	0	1	2	3	0	Accessory	
OG0035589	0	0	1	1	0	0	1	1	4	0	Accessory	
OG0035590	0	0	1	0	1	1	1	0	4	0	Accessory	
OG0035591	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035592	0	0	1	1	0	1	1	0	4	0	Accessory	
OG0035593	0	0	1	0	2	0	0	1	3	0	Accessory	
OG0035594	0	0	1	0	1	1	1	0	4	0	Accessory	
OG0035595	0	0	1	0	1	1	1	0	4	0	Accessory	
OG0035596	0	0	1	1	0	0	1	1	4	0	Accessory	
OG0035597	0	0	1	0	1	1	0	1	4	0	Accessory	
OG0035598	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035599	0	0	1	1	0	1	1	0	4	0	Accessory	
OG0035600	0	0	1	1	1	1	0	0	4	0	Accessory	
OG0035601	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035602	0	0	2	0	1	0	1	0	3	0	Accessory	
OG0035603	0	0	1	0	1	0	0	2	3	0	Accessory	
OG0035604	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035605	0	0	1	1	0	1	0	1	4	0	Accessory	
OG0035606	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035607	0	0	1	0	1	1	1	0	4	0	Accessory	
OG0035608	0	0	1	1	1	1	0	0	4	0	Accessory	
OG0035609	0	0	1	0	1	1	1	0	4	0	Accessory	
OG0035610	0	0	1	0	0	1	1	1	4	0	Accessory	
OG0035611	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035612	0	0	1	0	1	0	0	2	3	0	Accessory	
OG0035613	0	0	1	1	1	0	1	0	4	0	Accessory	
OG0035614	0	0	1	0	1	1	0	1	4	0	Accessory	
OG0035615	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035616	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035617	0	0	1	1	1	1	0	0	4	0	Accessory	
OG0035618	0	0	2	0	0	0	2	0	2	0	Accessory	
OG0035619	0	0	1	1	0	1	0	1	4	0	Accessory	
OG0035620	0	0	1	1	0	0	1	1	4	0	Accessory	
OG0035621	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035622	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035623	0	0	1	1	0	0	1	1	4	0	Accessory	
OG0035624	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035625	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035626	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035627	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035628	0	0	1	0	1	1	1	0	4	0	Accessory	
OG0035629	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035630	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035631	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035632	0	0	1	1	0	0	1	1	4	0	Accessory	
OG0035633	0	0	1	1	1	0	0	1	4	0	Accessory	
OG0035634	0	0	1	1	1	0	0	1	4	0	Accessory	
OG0035635	0	0	1	0	1	1	0	1	4	0	Accessory	
OG0035636	0	0	1	2	0	1	0	0	3	0	Accessory	
OG0035637	0	0	1	1	0	1	0	1	4	0	Accessory	
OG0035638	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035639	0	0	1	1	1	0	1	0	4	0	Accessory	
OG0035640	0	0	1	1	0	0	1	1	4	0	Accessory	
OG0035641	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035642	0	0	1	0	1	1	1	0	4	0	Accessory	
OG0035643	0	0	1	0	1	1	0	1	4	0	Accessory	
OG0035644	0	0	1	0	1	1	0	1	4	0	Accessory	
OG0035645	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035646	0	0	1	1	1	1	0	0	4	0	Accessory	
OG0035647	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035648	0	0	1	1	0	1	0	1	4	0	Accessory	
OG0035649	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035650	0	0	2	0	0	2	0	0	2	0	Accessory	
OG0035651	0	0	1	1	1	1	0	0	4	0	Accessory	
OG0035652	0	0	1	1	1	1	0	0	4	0	Accessory	
OG0035653	0	0	1	0	1	1	1	0	4	0	Accessory	
OG0035654	0	0	1	1	1	1	0	0	4	0	Accessory	
OG0035655	0	0	1	0	1	1	0	1	4	0	Accessory	
OG0035656	0	0	1	0	0	1	1	1	4	0	Accessory	
OG0035657	0	0	1	1	1	1	0	0	4	0	Accessory	
OG0035658	0	0	2	0	1	1	0	0	3	0	Accessory	
OG0035659	0	0	1	1	0	1	1	0	4	0	Accessory	
OG0035660	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035661	0	0	1	1	1	0	0	1	4	0	Accessory	
OG0035662	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035663	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035664	0	0	1	1	0	1	1	0	4	0	Accessory	
OG0035665	0	0	1	1	1	1	0	0	4	0	Accessory	
OG0035666	0	0	1	1	0	0	1	1	4	0	Accessory	
OG0035667	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035668	0	0	1	1	0	0	1	1	4	0	Accessory	
OG0035669	0	0	1	1	0	0	1	1	4	0	Accessory	
OG0035670	0	0	1	1	0	0	0	2	3	0	Accessory	
OG0035671	0	0	1	1	0	1	0	1	4	0	Accessory	
OG0035672	0	0	1	1	0	1	0	1	4	0	Accessory	
OG0035673	0	0	1	0	1	1	0	1	4	0	Accessory	
OG0035674	0	0	1	0	1	1	0	1	4	0	Accessory	
OG0035675	0	0	1	1	1	0	0	1	4	0	Accessory	
OG0035676	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035677	0	0	1	1	0	0	1	1	4	0	Accessory	
OG0035678	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035679	0	0	1	1	1	1	0	0	4	0	Accessory	
OG0035680	0	0	1	1	1	1	0	0	4	0	Accessory	
OG0035681	0	0	1	2	1	0	0	0	3	0	Accessory	
OG0035682	0	0	1	0	1	1	1	0	4	0	Accessory	
OG0035683	0	0	1	1	1	0	0	1	4	0	Accessory	
OG0035684	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035685	0	0	2	0	2	0	0	0	2	0	Accessory	
OG0035686	0	0	2	1	1	0	0	0	3	0	Accessory	
OG0035687	0	0	1	0	1	1	1	0	4	0	Accessory	
OG0035688	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035689	0	0	1	0	1	1	0	1	4	0	Accessory	
OG0035690	0	0	1	1	0	1	0	1	4	0	Accessory	
OG0035691	0	0	1	0	0	0	3	0	2	0	Accessory	
OG0035692	0	0	1	1	1	0	1	0	4	0	Accessory	
OG0035693	0	0	2	0	1	0	0	1	3	0	Accessory	
OG0035694	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035695	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035696	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035697	0	0	1	0	2	0	0	1	3	0	Accessory	
OG0035698	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035699	0	0	1	1	0	1	0	1	4	0	Accessory	
OG0035700	0	0	1	1	0	1	0	1	4	0	Accessory	
OG0035701	0	0	1	0	0	0	2	1	3	0	Accessory	
OG0035702	0	0	1	0	1	1	0	1	4	0	Accessory	
OG0035703	0	0	1	1	0	1	1	0	4	0	Accessory	
OG0035704	0	0	1	0	1	1	0	1	4	0	Accessory	
OG0035705	0	0	1	0	0	1	1	1	4	0	Accessory	
OG0035706	0	0	1	0	0	1	1	1	4	0	Accessory	
OG0035707	0	0	1	0	1	1	0	1	4	0	Accessory	
OG0035708	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035709	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035710	0	0	1	1	1	0	1	0	4	0	Accessory	
OG0035711	0	0	1	0	1	1	1	0	4	0	Accessory	
OG0035712	0	0	2	0	1	0	0	1	3	0	Accessory	
OG0035713	0	0	1	0	1	1	0	1	4	0	Accessory	
OG0035714	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035715	0	0	1	1	1	0	1	0	4	0	Accessory	
OG0035716	0	0	1	1	1	0	0	1	4	0	Accessory	
OG0035717	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035718	0	0	1	0	1	1	0	1	4	0	Accessory	
OG0035719	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035720	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035721	0	0	1	0	0	1	1	1	4	0	Accessory	
OG0035722	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035723	0	0	1	1	0	1	1	0	4	0	Accessory	
OG0035724	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035725	0	0	1	1	1	0	1	0	4	0	Accessory	
OG0035726	0	0	1	1	0	1	0	1	4	0	Accessory	
OG0035727	0	0	1	0	1	0	1	1	4	0	Accessory	
OG0035728	0	0	1	0	1	1	0	1	4	0	Accessory	
